#,Rider,Points,Avg Score,Prize $,Outs,Rides,Ride %,tour,year
35,Aaron Pass,17.0,88.0,4067.0,5,2,40.0,touring_pro_division,2021
35,Jorge Valdiviezo,17.0,85.33,4574.0,4,3,75.0,touring_pro_division,2021
35,Tyler Congleton,17.0,86.67,4341.0,5,3,60.0,touring_pro_division,2021
38,Venn Johns,16.5,85.83,6537.0,17,3,17.65,touring_pro_division,2021
39,Ezekiel Mitchell,16.0,87.0,4603.0,10,3,30.0,touring_pro_division,2021
40,Rubens Barbosa,15.33,86.67,5927.0,21,3,14.29,touring_pro_division,2021
41,Rafael dos Santos,15.0,89.25,4772.0,2,2,100.0,touring_pro_division,2021
41,Rodrigo Melgar,15.0,88.25,3481.0,4,2,50.0,touring_pro_division,2021
41,Fernando Henrique Novais,15.0,86.33,6105.0,12,6,50.0,touring_pro_division,2021
41,Joe Hostetler,15.0,85.38,6448.0,15,4,26.67,touring_pro_division,2021
41,Ramon de Lima,15.0,83.38,6219.0,7,4,57.14,touring_pro_division,2021
41,Nate Hoey,15.0,87.0,3689.0,11,2,18.18,touring_pro_division,2021
41,Davi Henrique de Lima,15.0,87.0,10000.0,6,2,33.33,touring_pro_division,2021
48,Jory Markiss,14.5,87.0,4923.0,8,2,25.0,touring_pro_division,2021
49,Manoelito de Souza Junior,14.0,84.63,5715.0,7,4,57.14,touring_pro_division,2021
49,Dalton Davis,14.0,79.25,1800.0,7,2,28.57,touring_pro_division,2021
51,Vinell Mariano,13.0,82.33,4439.0,19,6,31.58,touring_pro_division,2021
51,Dalton Wright,13.0,87.0,4638.0,3,2,66.67,touring_pro_division,2021
51,Parker Breding,13.0,86.0,8000.0,2,1,50.0,touring_pro_division,2021
54,Leonardo Lima,12.0,84.63,4360.0,11,4,36.36,touring_pro_division,2021
55,Mason Ward,11.0,84.75,2780.0,12,2,16.67,touring_pro_division,2021
55,Bob Mitchell,11.0,84.46,3910.0,19,6,31.58,touring_pro_division,2021
55,Caden Bunch,11.0,84.5,4638.0,8,4,50.0,touring_pro_division,2021
55,Marco Antonio Gloria,11.0,84.25,5017.0,7,2,28.57,touring_pro_division,2021
55,Chance Schott,11.0,85.25,5638.0,6,2,33.33,touring_pro_division,2021
55,Joseph McConnel,11.0,85.0,3250.0,4,2,50.0,touring_pro_division,2021
61,Conner Halverson,10.0,84.07,4118.0,28,7,25.0,touring_pro_division,2021
61,Hunter Kelly,10.0,84.75,3014.0,10,4,40.0,touring_pro_division,2021
61,Thiago Salgado,10.0,85.17,2777.0,15,3,20.0,touring_pro_division,2021
64,Daniel Keeping,9.5,85.5,4031.0,16,4,25.0,touring_pro_division,2021
64,Nathan Burtenshaw,9.5,85.0,3532.0,4,2,50.0,touring_pro_division,2021
